rating,title,text,images,asin,parent_asin,user_id,review_date,helpful_vote,verified_purchase
5.0,Featuring Scott LaFaro on bass!,"This is one of two collaborations between one of that era's most promising bassists whose life was tragically cut short at 25 and Pat Moran who now goes by Patti Moran McCoy.<br /><br />The 12 tracks comprising this album were recorded in New York in late 1957 with the following personnel: Pat Moran on piano, Scott LaFaro on bass and Gene Gammage on drums backing vocalist Beverly Kelly. The bassist and drummer are sometimes incorrectly credited as bassist John Doling and drummer Johnny Whited, but according to Scott LaFaro's sister in her biography of him ([[ASIN:1574412736 Jade Visions: The Life and Music of Scott LaFaro]] it was indeed LaFaro and Gammage.<br /><br />Since there is no track list at the time of this review here is what is on the album:<br /><br />01. Lover Come Back To Me<br />02. The Man I Love<br />03. I Get A Kick Out Of You<br />04. I Wish I Knew<br />05. You Don't Know What Love Is<br />06. I'm Glad There Is You<br />07. Sometimes I'm Happy<br />08. You And The Night And The Music<br />09. But Not For Me<br />10. This Love Of Mine<br />11. Embraceable You<br />12. Spring Is Here<br /><br />Ten of these tracks are included in the double album titled [[ASIN:B000N2H8I2 Complete Trio Sessions]], which while missing some original tracks from this and the other album which comprises it may be a better value if you are not a completest.<br /><br />Sadly there are no sound samples on this page, but LaFaro's playing is clear and unmistakable.",[],B003OFC2SG,B003OFC2SG,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-02-09 16:10:14,2,False
5.0,Outstanding sampler of some of the best,"This 3-disc set is out-of-print, but still offered used.  As I write this review the other formats offered - MP3 Music 39 Songs 2010 and Audio CD 2011 - are for different products that are not the same as this album.<br /><br />What makes this album great is it's a sampler that contains six tracks each for six truly great ladies in jazz. I'll list the contents of each disc below.<br /><br />Of course the choices are not going to satisfy everyone. For example, it would have been great had one of my favorites been included - Anita O'Day or Maxine Sullivan - and Dinah Washington is better known as an R&B artist. On the other hand, one cannot argue with either the choices made since each vocalist is one of the greats, or the tracks which do showcase their talents. And as for Ms. Washington: although she was often billed as the Queen of the Blues, she was also one great jazz singer. Her tracks on this album prove that.<br /><br />Here is what the set contains:<br /><br />DISC ONE:<br />=============<br />Sarah Vaughan<br />=============<br />01.  Lullaby of Birdland<br />02.  All of Me<br />03.  Lover Man<br />04.  Over the Rainbow<br />05.  Autumn in New York<br />06.  My Heart Stood Still<br />=============<br />Dinah Washington<br />=============<br />07.  Caravan<br />08.  Ain't Misbehavin'<br />09.  Is You or Is You Ain't My Baby<br />10.  Smoke Gets in Your Eyes<br />11.  I Get a Kick Out of You<br />12.  Stormy Weather<br /><br />DISC TWO:<br />=============<br />Billie Holiday<br />=============<br />01.  A Foggy Day<br />02.  I've Got Love to Keep Me Warm<br />03.  God Bless the Child<br />04.  Too Marvelous for Words<br />05.  I Thought About You<br />06.  Lady Sings the Blues<br />=============<br />Ella Fitzgerald<br />=============<br />07.  It Don't Mean a Thing (if it ain't got that swing)<br />08.  The Lady is a Tramp<br />09.  Cheek to Cheek<br />10.  Oh, Lady Be Good<br />11.  Satin Doll<br />12.  Let's Call the Whole Thing Off<br /><br />DISC THREE:<br />=============<br />Nina Simone<br />=============<br />01.  Mood Indigo<br />02.  Black is the Color of My True Love's Hair<br />03.  I Loves You Porgy<br />04.  Don't Let Me be Misunderstood<br />05.  Wild is the Wind<br />06.  I Put a Spell on You<br />=============<br />Pearl Bailey<br />=============<br />07.  Easy Street<br />08.  Here You Come With Love<br />09.  I've Taken a Fancy to You<br />10.  My Man<br />11.  You Waited Too Long<br />12.  Sweet Georgia Brown<br /><br />As you can see, the tracks are familiar. But that is what makes this a great sampler: familiar songs performed by some of the best ever jazz vocalists. No surprises or weirdness, and the tracks are organized by vocalist instead of scattered across the three discs with no coherency or reason.",[],B004CAA1SU,B004CAA1SU,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-01-31 12:15:21,3,False
5.0,Early Klook with some gems,"This album contains some rare tracks spanning the period between 1946 and 1950. As I write this review it's out-of-print, but fortunately still available as Disc Six in a 10-disc set titled [[ASIN:B005D4XYUQ Kind of Clarke]].<br /><br />Sadly there are no sound samples on this page. It would be presumptuous of me to attempt to describe the songs comprising these tracks because such descriptions would only reflect my personal tastes and biases. I can, however, provide detailed information regarding when, where and my whom each track was recorded. That information will give you some idea as to the music itself based on the signature sounds of the musicians in the sessions.<br /><br />The first four tracks were recorded in NY on September 5, 1946 and feature Kenny Dorham and Fats Navarro on trumpet, Sonny Stitt on alto sax, Ray Abrams on tenor sax, Eddie DeVerteuil on baritone sax, Bud Powell on piano, John Collins on guitar, Al Hall on bass and Kenny Clarke on drums.<br /><br />Tracks 5-7 are Kenny Clarke Sextet, recorded in Paris on March 2, 1948 and feature Benny Bailey on trumpet, John Brown on alto sax, Cecil Payne on baritone sax, Ralph Schecroun on piano, Al McKibbon on bass and Kenny Clarke on drums.<br /><br />Tracks 8-11 were recorded in Paris on May 4, 1948 as the the Kenny Clarke Orchestra. Personnel are: Dick Collins on trumpet, Hubert Fol on alto sax, Jean-Claude Fohrenbach on tenor sax, Andre Hodeir under the pseudonym of ""Claude Laurence"" on violin, Jacques Denjean on piano, Charles Montaggioni on guitar, Alf Masselier on bass and Kenny Clarke on drums.<br /><br />Tracks 12 through 15 were recorded in Paris on May 5, 1948 as the Michel De Villers et Son Orchestre comprised of Claude Dunson on trumpet, Michel De Villers on alto sax, Jean-Claude Fohrenbach on tenor sax, Jacques Denjean on piano, Charles Montaggioni on guitar, Alf Masselier on bass and Kenny Clarke on drums.<br /><br />Tracks 16-19 were recorded in Paris on October 29, 1949 as the Hubert Fol et ses Be-Bop Minstrels. This group was comprised of Nat Peck on trombone, Hubert Fol on alto sax, Bernard Peiffer on piano, Jean Bouchety on bass and Kenny Clarke on drums.<br /><br />Final two tracks were recorded in Paris on June 7, 1950 as Kenny Clarke and his Orchestra. Personnel on this session were: Nat Peck on trombone, Hubert Fol on alto sax, James Moody on tenor sax, Gerald Wiggins on piano, Pierre Michelot on bass and Kenny Clarke on drums.<br /><br />If you are a Klook fan this album documents an important period of his playing approximately a decade after he went professional. I do recommend that you consider the 10-disc set mentioned above if you want this album plus a wider set of examples of Klook's work.",[],B007ZDO9G6,B007ZDO9G6,AG3S4FROO422V5KP7DJCBXVUQLJQ,2012-11-21 15:00:03,0,False
5.0,Like a 'best of' from her Verve large orchestra albums,"It's hard to dislike this album, although there are better deals that document Anita's Verve Years. For one, I would go with [[ASIN:B005I4UMCO 8 Classic Albums]], which is slightly more expensive with a lot more tracks. However, this album contains some true gems.<br /><br />Since as of the date of this review there is no track listing for this album I am providing one (and their source albums).<br /><br />The first seven tracks, plus track 23 are from her 1958 album titled [[ASIN:B000WLVBBE Anita O'Day Sings The Winners]]. They are: Take the A Train, Early Autumn, Four Brothers, My Funny Valentine, Sing, Sing, Sing, What's Your Story Morning Glory, Peanut Vendor and Star Eyes.<br /><br />Track 8, Whisper Not, is from one of my favorite albums titled [[ASIN:B000V697T8 Anita O'Day And The Three Sounds]]. Sadly this is the only track that is from that amazing album.<br /><br />Stomping at the Savoy and Don't Be That Way (tracks 9 & 11) are from [[ASIN:B000V6728Q Pick Yourself Up]], while Hershey Bar (track 10) is from [[ASIN:B001NZJ3HW Cool Heat]] and Peel Me a Grape (track 12) is from [[ASIN:B000VRH2IU Time For Two]] (another album I absolutely love and wish was better represented in this collection.)<br /><br />Tracks 13-21 are from [[ASIN:B000WLQKHO Swings Cole Porter]], consisting of Just One of Those Things, Love for Sale, Easy to Love, I Get a Kick Out of You, What Is This Thing Called Love, Night and Day, Get Out of Town, I've Got You Under My Skin, and De-Lovely. Somehow the producer managed to include every one of my favorites!<br /><br />Interestingly, the next-to-last track - Honeysuckle Rose - is from her first Verve album, [[ASIN:B00000470I This Is Anita]].<br /><br />Overall, this is a solid collection of Anita's Verve years, and are drawn from albumsnext-to-last that are more centered on orchestral arrangements and backing (two exceptions are tracks 8 and 12.) If you are new to Anita's music this is a good starting place for her post-Swing era work, although I recommend that you check [[ASIN:B005I4UMCO 8 Classic Albums]] before making a final purchase decision.",[],B000057NO8,B000057NO8,AG3S4FROO422V5KP7DJCBXVUQLJQ,2012-08-02 13:24:10,4,False
4.0,Reserving Judgement...,"Not quite up to previous efforts, but maybe I just need to listen to it a few more  times.",[],B013H0W9Y4,B013H0W9Y4,AHF23TTAPE3MPI45R2YET4OGHFTA,2020-11-14 13:22:26,0,True
5.0,Nice CD,"I'm old and decrepit, so I no longer know anyone who speaks Spanish.  I bought the CD to hear the old language again and to hear ""Soledad"" in Spanish. I've only heard the song in French, which is nice, but I don't understand French.  Emilio Jose recorded all the songs in Spanish, which is nice.  I detect a Castilian pronunciation, but Spanish is Spanish, despite the diverse accents.  I like this CD, and as an added bonus,  I finally understand ""Soledad.""",[],B003IQZS5A,B003IQZS5A,AEN2NKUOAXGNLLT6DCQDQ2LK7M6Q,2022-09-11 04:05:44,0,True
5.0,Happy with purchase,"I bought this as a gift, and the person I gave it to LOVED it.",[],B00CP6J968,B00CP6J968,AG25ZASYXSIF666IYOAOXJTTX2WQ,2017-10-08 17:24:33,1,True
4.0,Four Stars,Love it,[],B016NEFB0U,B016NEFB0U,AEPTHE6UGTAHFEQTVNIB4K7H272Q,2017-05-21 01:52:41,0,True
2.0,Good.. But Not What I Was Looking For..,I purchased this CD thinking it was a certain album that I used to own (on cassette).. but it turns out that it was basically not even the particular recordings that I was searching for.<br /><br />There were no samples from the CD that I could listen to.. so I had no idea that this was not what I was after. (All the tracks listed were the those found on my old cassette). But the tracks on the CD were NOT even the songs they were supposed to be (apart from one of them.. and even that one was listed under the wrong name)<br /><br />I did end up liking the tracks on this CD (even though they were not the ones listed at all) so I gave it a couple of stars -- because I liked it and it was very inexpensive..<br /><br />EDIT: At least one of the songs that was found on it was the track that I was looking for.,[],B000KW2I94,B000KW2I94,AHTBBASAHXHHOXKLSSZG2IPUDDFA,2014-01-18 19:29:02,0,True
1.0,One Star,Bootleg item.....so cheap....CD is a single...only one song.,[],B00O4CW346,B00O4CW346,AGJFEHVC4XBS44CGHQTP4JQM5FUQ,2016-02-24 09:48:14,0,False
5.0,good mixtape,"i like this mixtape,its got different beats and a new vibe...its nice too here sumthin different.clams casino makes different beats.peso is my favorite joint",[],B00B4VYPKU,B00B4VYPKU,AGJFEHVC4XBS44CGHQTP4JQM5FUQ,2013-04-23 21:19:50,1,True
